order_id;date;time;user_id;name;course_id;course_name;payment_method;item_price;discount;total_amount
OC-2021-111682;06/17/21;17:15:00;TB-21055;Ted Butterfield;CAMP-004-005-071;Perekrutan Social Media untuk tim HR Profesional ;BCA;252964;0.2;202371
OC-2021-111682;06/17/21;20:43:00;TB-21055;Ted Butterfield;CAMP-001-009-059;Perkenalan Marketing dan Iklan Facebook ;Go-Pay;350969;0;350969
OC-2020-135545;11/24/20;09:35:00;KM-16720;Kunst Miller;CAMP-002-001-017;Analisis Data menggunakan R;Bank BRI;436642;0;436642
OC-2020-135545;11/24/20;21:34:00;KM-16720;Kunst Miller;CAMP-004-006-016;Mempelajari Dasar MySQL untuk Business Intelligence;Danamon;245811;0.2;196649
OC-2020-135545;11/24/20;19:45:00;KM-16720;Kunst Miller;CAMP-002-007-033;Pemodelan Basis Data dengan PostgreSQL dan Golang;Lawson;538005;0;538005
OC-2020-135545;11/24/20;10:47:00;KM-16720;Kunst Miller;CAMP-004-006-016;Mempelajari Dasar MySQL untuk Business Intelligence;Mandiri;245811;0;245811
ID-2020-164175;04/30/20;17:37:00;PS-18970;Paul Stevenson;CAMP-001-002-047;Menjadi Ahli Pemasaran dengan Data-Driven;American Express;316390;0.3;221473
OC-2019-106376;12/05/2019;08:49:00;BS-11590;Brendan Sweed;CAMP-001-005-077;Fundamental Copywriting untuk Pemula;Alfaexpress;291729;0.2;233384
OC-2019-106376;12/05/2019;10:35:00;BS-11590;Brendan Sweed;CAMP-004-006-016;Mempelajari Dasar MySQL untuk Business Intelligence;Go-Pay;245811;0.2;196649
OC-2021-119823;06/04/2021;22:26:00;KD-16270;Karen Daniels;CAMP-004-004-041;Mahir dalam Seni Komunikasi;Alfamidi;254839;0;254839
OC-2021-106075;09/18/21;19:47:00;HM-14980;Henry MacAllister;CAMP-004-003-048;Mempelajari Pentingnya Bisnis Analis di Teknik Informatika;Bank BRI;273042;0.2;218433
OC-2022-114440;09/14/22;12:09:00;TB-21520;Tracy Blumstein;CAMP-003-006-021;Belajar Menganalisis Saham untuk Pemula;Alfaexpress;293666;0;293666
ID-2020-134026;04/26/20;07:43:00;JE-15745;Joel Eaton;CAMP-004-008-073;Kuasai Presentasi yang Menarik dengan PowerPoint;OVO;264600;0.2;211680
ID-2020-134026;04/26/20;17:48:00;JE-15745;Joel Eaton;CAMP-001-009-071;Menempati peringkat #1 dengan Mastering Keyword Reasearch ;Dan Dan;289730;0.2;231784
ID-2020-134026;04/26/20;11:37:00;JE-15745;Joel Eaton;CAMP-001-008-023;SEO 101;Mandiri;367606;0.2;294085
ID-2022-118038;12/09/2022;20:55:00;KB-16600;Ken Brennan;CAMP-004-003-060;Sales 101;BSI;253274;0.8;50655
ID-2022-118038;12/09/2022;13:47:00;KB-16600;Ken Brennan;CAMP-005-002-079;Bekerja menggunakan Formula dan Functions di Google Sheet;Go-Pay;302148;0.6;120859
ID-2022-118038;12/09/2022;15:37:00;KB-16600;Ken Brennan;CAMP-002-003-053;Fundamental Sistem Manajemen Database untuk Menjadi Analis Basis Data;Mandiri;629850;0.2;503880
ID-2019-147606;11/26/19;08:39:00;JE-15745;Joel Eaton;CAMP-005-007-065;Membangun Dashboard di Google Data Studio;Alfamart;296615;0.6;118646
OC-2021-127208;06/12/2021;12:02:00;SC-20770;Stewart Carmichael;CAMP-003-000-070;Bisnis Bank 101;Bank BRI;327597;0;327597
OC-2021-127208;06/12/2021;15:09:00;SC-20770;Stewart Carmichael;CAMP-002-005-029;Fundamental React Bagi Pemula;Lawson;545153;0;545153
OC-2019-139451;10/12/2019;18:16:00;DN-13690;Duane Noonan;CAMP-001-006-006;Tingkatkan Sales dengan Copywriting Menarik;Mandiri;220317;0;220317
OC-2019-139451;10/12/2019;22:37:00;DN-13690;Duane Noonan;CAMP-002-007-028;Analisis Marketing menggunakan Python;Dan Dan;435239;0;435239
OC-2020-149734;09/03/2020;14:42:00;JC-16105;Julie Creighton;CAMP-002-009-022;Mendesain Web dengan CSS ;BNI;457323;0.2;365858
ID-2022-119662;11/13/22;12:54:00;CS-12400;Christopher Schild;CAMP-002-004-085;Fundamental Probability dan Statistics;BSI;517565;0.2;414052
OC-2022-140088;05/28/22;17:04:00;PO-18865;Patrick O'Donnell;CAMP-004-000-005;Yakinkan Audiensmu dengan Storytelling;OVO;260937;0;260937
OC-2022-155558;10/26/22;08:02:00;PG-18895;Paul Gonzalez;CAMP-003-008-062;Kelas Perencanaan dan Prediksi Finansial menggunakan Excel;Lawson;317250;0;317250
OC-2022-155558;10/26/22;09:05:00;PG-18895;Paul Gonzalez;CAMP-001-009-074;TIngkatkan Sales Bisnismu dengan Content yang Viral dan Menaikkan Pertumbuhan Followers;BCA;401973;0;401973
OC-2021-159695;04/05/2021;08:19:00;GM-14455;Gary Mitchum;CAMP-001-008-093;Fundamental Copywriting untuk Pemula;Mandiri;331790;0.2;265432
OC-2021-109806;09/17/21;17:53:00;JS-15685;Jim Sink;CAMP-001-008-093;Fundamental Copywriting untuk Pemula;OVO;331790;0;331790
OC-2021-109806;09/17/21;15:52:00;JS-15685;Jim Sink;CAMP-002-006-069;MySQL untuk Statistika dan Analisa Bisnis;OVO;458598;0.2;366878
OC-2021-109806;09/17/21;16:18:00;JS-15685;Jim Sink;CAMP-002-004-085;Fundamental Probability dan Statistics;BSI;517565;0;517565
OC-2020-149587;01/31/20;17:34:00;KB-16315;Karl Braun;CAMP-003-008-062;Kelas Perencanaan dan Prediksi Finansial menggunakan Excel;BCA;317250;0;317250
OC-2020-149587;01/31/20;14:23:00;KB-16315;Karl Braun;CAMP-001-003-025;Manajemen dan Marketing Social Media ;Mandiri;313526;0;313526
OC-2020-149587;01/31/20;13:14:00;KB-16315;Karl Braun;CAMP-001-003-014;Pemasaran di Instagram menggunakan Hashtags, Live, Stories, dan Ads;Alfamart;357180;0;357180
ID-2022-109484;11/06/2022;15:08:00;RB-19705;Roger Barcio;CAMP-005-002-079;Bekerja menggunakan Formula dan Functions di Google Sheet;BNI;302148;0.7;90644
OC-2022-161018;11/09/2022;20:10:00;PN-18775;Parhena Norris;CAMP-003-005-086;Kelas Pelatihan Keuangan untuk para Analis Finansial;BSI;269423;0;269423
OC-2022-157833;06/17/22;15:24:00;KD-16345;Katherine Ducich;CAMP-005-005-049;Kuasai Desain Presentasi dengan PowerPoint;Bank BRI;309797;0.2;247837
OC-2021-149223;09/06/2021;18:33:00;ER-13855;Elpida Rittenbach;CAMP-005-004-063;Dasar-dasar Kemampuan Lunak dalam Customer Service;BNI;245275;0;245275
OC-2021-158568;08/29/21;08:36:00;RB-19465;Rick Bensley;CAMP-003-003-092;Finance 101;Alfamart;279696;0.2;223757
OC-2021-158568;08/29/21;19:47:00;RB-19465;Rick Bensley;CAMP-004-002-022;Bagaimana Bercerita Menggunakan Data?;Lawson;246415;0.2;197132
OC-2021-158568;08/29/21;22:39:00;RB-19465;Rick Bensley;CAMP-001-000-040;Belajar Dasar-dasar Digital dan Social Media Marketing;Alfamidi;288732;0.8;57746
OC-2021-129903;12/01/2021;12:55:00;GZ-14470;Gary Zandusky;CAMP-004-007-028;Data Analitik dengan Power BI;Mandiri;239271;0;239271
ID-2020-156867;11/13/20;14:31:00;LC-16870;Lena Cacioppo;CAMP-002-002-031;Mulai Karirmu dalam Analisis Data dengan SQL ;OVO;412477;0.2;329981
ID-2020-156867;11/13/20;13:29:00;LC-16870;Lena Cacioppo;CAMP-002-003-035;Menganalisis Data menggunakan SQL di Google Big Query;BSI;600894;0.2;480715
ID-2020-156867;11/13/20;10:10:00;LC-16870;Lena Cacioppo;CAMP-005-007-019;Dasar-dasar Google Sheet untuk Pemula;Mandiri;306249;0.7;91875
OC-2022-119004;11/23/22;07:16:00;JM-15250;Janet Martin;CAMP-001-003-027;Social Media Marketing;OVO;328520;0.2;262816
OC-2022-119004;11/23/22;19:51:00;JM-15250;Janet Martin;CAMP-004-002-099;Storytelling untuk Bisnis;JCB;268230;0.2;214584
OC-2022-119004;11/23/22;09:13:00;JM-15250;Janet Martin;CAMP-002-006-017;JavaScript untuk Pemula;Lawson;611101;0.2;488881
OC-2020-129476;10/15/20;08:41:00;PA-19060;Pete Armstrong;CAMP-002-007-028;Analisis Marketing menggunakan Python;Bank BRI;435239;0.2;348191
OC-2022-146780;12/25/22;16:44:00;CV-12805;Cynthia Voltz;CAMP-004-002-099;Storytelling untuk Bisnis;Alfaexpress;268230;0;268230
OC-2021-128867;11/03/2021;15:40:00;CL-12565;Clay Ludtke;CAMP-002-000-077;Advanced JavaScript;Mandiri;;0;614999
OC-2021-128867;11/03/2021;21:09:00;CL-12565;Clay Ludtke;CAMP-001-002-047;Menjadi Ahli Pemasaran dengan Data-Driven;Danamon;;0;316390
OC-2019-115259;08/25/19;20:39:00;RC-19960;Ryan Crowe;CAMP-001-002-069;Kiat menjadi penulis sukses Web Content;BSI;405165;0.2;324132
OC-2019-115259;08/25/19;14:01:00;RC-19960;Ryan Crowe;CAMP-004-006-055;Mempelajari Dasar MySQL untuk Business Intelligence;BNI;247283;0.2;197827
OC-2019-115259;08/25/19;15:03:00;RC-19960;Ryan Crowe;CAMP-004-001-018;Seni Storytelling dalam Komunikasi dan Presentasi;Go-Pay;243082;0.2;194465
OC-2019-115259;08/25/19;14:00:00;RC-19960;Ryan Crowe;CAMP-005-002-079;Bekerja menggunakan Formula dan Functions di Google Sheet;BCA;302148;0.2;241718
OC-2020-110457;03/02/2020;20:16:00;DK-13090;Dave Kipp;CAMP-002-001-017;Analisis Data menggunakan R;JCB;;0;436642
ID-2020-136476;04/05/2020;07:41:00;GG-14650;Greg Guthrie;CAMP-004-009-049;Analisis Data HR dengan Python;Master Card;247272;0.7;74181
OC-2021-103730;06/12/2021;18:12:00;SC-20725;Steven Cartwright;CAMP-004-008-001;Visualisasi dan Analisis Data dengan Tableau Desktop;Alfamart;246398;0;246398
OC-2021-103730;06/12/2021;08:19:00;SC-20725;Steven Cartwright;CAMP-002-008-002;Cara Termudah Mempelajari SQL ;Alfaexpress;509805;0;509805
OC-2021-103730;06/12/2021;19:55:00;SC-20725;Steven Cartwright;CAMP-004-002-099;Storytelling untuk Bisnis;BNI;268230;0;268230
OC-2021-103730;06/12/2021;14:03:00;SC-20725;Steven Cartwright;CAMP-002-003-053;Fundamental Sistem Manajemen Database untuk Menjadi Analis Basis Data;BSI;629850;0;629850
OC-2021-103730;06/12/2021;14:44:00;SC-20725;Steven Cartwright;CAMP-004-009-049;Analisis Data HR dengan Python;Alfamidi;247272;0;247272
ID-2019-152030;12/26/19;22:15:00;AD-10180;Alan Dominguez;CAMP-004-002-016;Data Cleaning dan Preprocessing dengan R;Go-Pay;263697;0.3;184588
ID-2019-134614;09/20/19;10:54:00;PF-19165;Philip Fox;CAMP-004-009-049;Analisis Data HR dengan Python;Danamon;247272;0.5;123636
ID-2022-107272;11/05/2022;09:31:00;TS-21610;Troy Staebel;CAMP-001-004-028;Analisis Marketing dan Manajemen Bisnis Retail;BCA;405116;0.7;121535
ID-2022-107272;11/05/2022;12:07:00;TS-21610;Troy Staebel;CAMP-004-005-071;Perekrutan Social Media untuk tim HR Profesional ;JCB;252964;0.2;202371
ID-2021-125969;11/06/2021;15:46:00;LS-16975;Lindsay Shagiari;CAMP-003-002-045;Belajar Menganalisis Proses Kredit pada Bank;Lawson;316898;0.2;253518
ID-2021-125969;11/06/2021;15:51:00;LS-16975;Lindsay Shagiari;CAMP-001-001-074;Apa itu Online dan Digital Marketing?;Alfaexpress;297747;0;297747
ID-2022-164147;02/02/2022;19:06:00;DW-13585;Dorothy Wardle;CAMP-003-002-045;Belajar Menganalisis Proses Kredit pada Bank;Danamon;316898;0.4;190139
ID-2022-164147;02/02/2022;09:53:00;DW-13585;Dorothy Wardle;CAMP-004-000-084;Eksplorasi Tableau Server dan Tableau Online untuk Para Analis Data;Mandiri;240776;0.2;192620
ID-2022-164147;02/02/2022;16:21:00;DW-13585;Dorothy Wardle;CAMP-001-002-047;Menjadi Ahli Pemasaran dengan Data-Driven;Bank BRI;316390;0.2;253112
OC-2021-145583;10/13/21;11:17:00;LC-16885;Lena Creighton;CAMP-005-002-079;Bekerja menggunakan Formula dan Functions di Google Sheet;BNI;302148;0;302148
OC-2021-145583;10/13/21;07:58:00;LC-16885;Lena Creighton;CAMP-005-007-065;Membangun Dashboard di Google Data Studio;Lawson;296615;0;296615
OC-2021-145583;10/13/21;11:08:00;LC-16885;Lena Creighton;CAMP-002-001-076;Mendesain Database dengan MySQL;Alfamidi;618800;0;618800
OC-2021-145583;10/13/21;07:18:00;LC-16885;Lena Creighton;CAMP-001-000-047;Tingkatkan Promosi dan Pertumbuhan Instagram Bisnismu;Alfaexpress;283775;0;283775
OC-2021-145583;10/13/21;15:37:00;LC-16885;Lena Creighton;CAMP-004-003-093;Kunci Tampil dan Berbicara di Depan Publik sebagai Profesional;BCA;248231;0.2;198585
OC-2021-145583;10/13/21;07:37:00;LC-16885;Lena Creighton;CAMP-002-003-044;Dasar-dasar Machine Learning dan Data Science;Alfamart;645602;0;645602
OC-2021-145583;10/13/21;21:54:00;LC-16885;Lena Creighton;CAMP-004-002-022;Bagaimana Bercerita Menggunakan Data?;OVO;246415;0;246415
OC-2021-110366;09/05/2021;13:56:00;JD-15895;Jonathan Doherty;CAMP-002-004-065;Analisis dan Visualisasi data dengan Python;OVO;522584;0.2;418067
OC-2022-106180;09/18/22;09:35:00;SH-19975;Sally Hughsby;CAMP-004-000-084;Eksplorasi Tableau Server dan Tableau Online untuk Para Analis Data;Dan Dan;240776;0;240776
OC-2022-106180;09/18/22;21:15:00;SH-19975;Sally Hughsby;CAMP-004-003-072;Strategi Menghadapi Difficult People di Dunia Kerja;BNI;273379;0;273379
OC-2022-106180;09/18/22;11:07:00;SH-19975;Sally Hughsby;CAMP-004-009-049;Analisis Data HR dengan Python;BCA;247272;0;247272
OC-2022-155376;12/22/22;07:30:00;SG-20080;Sandra Glassco;CAMP-002-006-017;JavaScript untuk Pemula;OVO;611101;0;611101
OC-2020-110744;09/07/2020;20:43:00;HA-14920;Helen Andreada;CAMP-002-004-071;Bangun Data Warehouse dengan SQL Server;BNI;595514;0;595514
OC-2019-110072;10/22/19;15:17:00;MG-17680;Maureen Gastineau;CAMP-003-000-070;Bisnis Bank 101;Mandiri;327597;0.2;262078
OC-2021-114489;12/05/2021;15:39:00;JE-16165;Justin Ellison;CAMP-002-008-038;Analisis Segmentasi Pelanggan menggunakan Python ;BNI;509077;0;509077
OC-2021-114489;12/05/2021;15:32:00;JE-16165;Justin Ellison;CAMP-003-002-045;Belajar Menganalisis Proses Kredit pada Bank;Mandiri;316898;0;316898
OC-2021-114489;12/05/2021;10:48:00;JE-16165;Justin Ellison;CAMP-001-008-093;Fundamental Copywriting untuk Pemula;Mandiri;331790;0;331790
OC-2021-114489;12/05/2021;12:41:00;JE-16165;Justin Ellison;CAMP-002-001-076;Mendesain Database dengan MySQL;BSI;618800;0;618800
OC-2021-158834;03/13/21;15:54:00;TW-21025;Tamara Willingham;CAMP-005-005-049;Kuasai Desain Presentasi dengan PowerPoint;BSI;309797;0.2;247837
OC-2021-158834;03/13/21;07:11:00;TW-21025;Tamara Willingham;CAMP-002-003-035;Menganalisis Data menggunakan SQL di Google Big Query;Alfaexpress;600894;0.2;480715
OC-2020-124919;05/31/20;15:07:00;SP-20650;Stephanie Phelps;CAMP-001-009-074;TIngkatkan Sales Bisnismu dengan Content yang Viral dan Menaikkan Pertumbuhan Followers;Danamon;401973;0;401973
OC-2020-124919;05/31/20;13:30:00;SP-20650;Stephanie Phelps;CAMP-004-009-058;Data Warehouse dan Business Intelligence bagi para Manajer;Alfamart;252569;0;252569
OC-2020-124919;05/31/20;16:43:00;SP-20650;Stephanie Phelps;CAMP-004-001-018;Seni Storytelling dalam Komunikasi dan Presentasi;Bank BRI;243082;0;243082
OC-2020-118948;05/28/20;09:29:00;NK-18490;Neil Knudson;CAMP-002-003-035;Menganalisis Data menggunakan SQL di Google Big Query;Bank BRI;600894;0;600894
OC-2019-104269;03/01/2019;19:48:00;DB-13060;Dave Brooks;CAMP-002-004-065;Analisis dan Visualisasi data dengan Python;BSI;522584;0.2;418067
OC-2021-114104;11/20/21;19:29:00;NP-18670;Nora Paige;CAMP-005-005-049;Kuasai Desain Presentasi dengan PowerPoint;BSI;309797;0;309797
OC-2021-114104;11/20/21;14:47:00;NP-18670;Nora Paige;CAMP-001-009-074;TIngkatkan Sales Bisnismu dengan Content yang Viral dan Menaikkan Pertumbuhan Followers;Alfamart;401973;0;401973
OC-2021-162733;05/11/2021;15:09:00;TT-21070;Ted Trevino;CAMP-004-001-018;Seni Storytelling dalam Komunikasi dan Presentasi;Lawson;243082;0;243082
OC-2020-119697;12/28/20;16:53:00;EM-13960;Eric Murdock;CAMP-001-000-022;Kuasai Google Analytics bagi Pemula;Mandiri;384020;0.2;307216
OC-2021-154508;11/16/21;08:39:00;RD-19900;Ruben Dartt;CAMP-003-000-059;Pondasi Finansial untuk Pemula;Alfamart;273848;0;273848
OC-2021-113817;11/07/2021;16:09:00;MJ-17740;Max Jones;CAMP-004-009-058;Data Warehouse dan Business Intelligence bagi para Manajer;Bank BRI;252569;0.2;202055
OC-2019-139892;09/08/2019;19:42:00;BM-11140;Becky Martin;CAMP-001-004-028;Analisis Marketing dan Manajemen Bisnis Retail;Bank BRI;405116;0.2;324092
OC-2019-139892;09/08/2019;12:44:00;BM-11140;Becky Martin;CAMP-003-005-086;Kelas Pelatihan Keuangan untuk para Analis Finansial;OVO;269423;0.4;161654
OC-2019-139892;09/08/2019;10:41:00;BM-11140;Becky Martin;CAMP-004-003-072;Strategi Menghadapi Difficult People di Dunia Kerja;OVO;273379;0.2;218704
